Id,Categoria,Letra,Palavra
932,Nome Masculino,A,Arthur
933,Nome Masculino,A,Alexandre
934,Nome Masculino,A,Augusto
935,Nome Masculino,B,Bruno
936,Nome Masculino,B,Breno
937,Nome Masculino,B,Bernardo
938,Nome Masculino,B,Benício
939,Nome Masculino,B,Baltazar
940,Nome Masculino,C,Carlos
941,Nome Masculino,C,Cauã
942,Nome Masculino,C,Caio
943,Nome Masculino,C,César
944,Nome Masculino,C,Cristiano
945,Nome Masculino,D,Daniel
946,Nome Masculino,D,Diego
947,Nome Masculino,D,Davi
948,Nome Masculino,D,Diogo
949,Nome Masculino,D,Douglas
950,Nome Masculino,E,Eduardo
951,Nome Masculino,E,Enzo
952,Nome Masculino,E,Emanuel
953,Nome Masculino,E,Elias
954,Nome Masculino,E,Erick
955,Nome Masculino,F,Felipe
956,Nome Masculino,F,Fábio
957,Nome Masculino,F,Francisco
958,Nome Masculino,F,Fernando
959,Nome Masculino,F,Félix
960,Nome Masculino,G,Gabriel
961,Nome Masculino,G,Gustavo
962,Nome Masculino,G,Guilherme
963,Nome Masculino,G,Geraldo
964,Nome Masculino,G,Gilberto
965,Nome Masculino,H,Henrique
966,Nome Masculino,H,Heitor
967,Nome Masculino,H,Hugo
968,Nome Masculino,H,Higor
969,Nome Masculino,H,Haroldo
970,Nome Masculino,I,Igor
971,Nome Masculino,I,Ivan
972,Nome Masculino,I,Iago
973,Nome Masculino,I,Ícaro
974,Nome Masculino,I,Isaac
975,Nome Masculino,J,João
976,Nome Masculino,J,José
977,Nome Masculino,J,Jonas
978,Nome Masculino,J,Júlio
979,Nome Masculino,J,Jorge
980,Nome Masculino,K,Kauã
981,Nome Masculino,K,Kevin
982,Nome Masculino,K,Kaique
983,Nome Masculino,L,Lucas
984,Nome Masculino,L,Leonardo
985,Nome Masculino,L,Luiz
986,Nome Masculino,L,Leandro
987,Nome Masculino,L,Lorenzo
988,Nome Masculino,M,Marcelo
989,Nome Masculino,M,Mateus
990,Nome Masculino,M,Miguel
991,Nome Masculino,M,Marcos
992,Nome Masculino,M,Murilo
993,Nome Masculino,N,Nicolas
994,Nome Masculino,N,Norberto
995,Nome Masculino,N,Nelson
996,Nome Masculino,N,Nathan
997,Nome Masculino,N,Noah
998,Nome Masculino,O,Otávio
999,Nome Masculino,O,Otto
1000,Nome Masculino,O,Oscar
1001,Nome Masculino,P,Paulo
1002,Nome Masculino,P,Pedro
1003,Nome Masculino,P,Patrick
1004,Nome Masculino,P,Pietro
1005,Nome Masculino,R,Rafael
1006,Nome Masculino,R,Ricardo
1007,Nome Masculino,R,Rodrigo
1008,Nome Masculino,R,Renato
1009,Nome Masculino,R,Roberto
1010,Nome Masculino,S,Samuel
1011,Nome Masculino,S,Sérgio
1012,Nome Masculino,S,Sebastião
1013,Nome Masculino,S,Simão
1014,Nome Masculino,S,Silas
1015,Nome Masculino,T,Thiago
1016,Nome Masculino,T,Tomás
1017,Nome Masculino,T,Théo
1018,Nome Masculino,T,Tobias
1019,Nome Masculino,U,Ubirajara
1020,Nome Masculino,U,Ulisses
1021,Nome Masculino,V,Vitor
1022,Nome Masculino,V,Valentim
1023,Nome Masculino,V,Vicente
1024,Nome Masculino,V,Vinícius
1025,Nome Masculino,W,Wagner
1026,Nome Masculino,W,Wesley
1027,Nome Masculino,W,Washington
1028,Nome Masculino,X,Xavier
1029,Nome Masculino,Y,Yuri
1030,Nome Masculino,Y,Yago
1031,Nome Masculino,Z,Zeca
1032,Nome Masculino,Z,Zacarias
1033,Nome Feminino,A,Ana
1034,Nome Feminino,A,Alice
1035,Nome Feminino,A,Amanda
1036,Nome Feminino,A,Aline
1037,Nome Feminino,A,Adriana
1038,Nome Feminino,B,Beatriz
1039,Nome Feminino,B,Bianca
1040,Nome Feminino,B,Bárbara
1041,Nome Feminino,B,Bruna
1042,Nome Feminino,B,Bibiana
1043,Nome Feminino,C,Camila
1044,Nome Feminino,C,Clara
1045,Nome Feminino,C,Carla
1046,Nome Feminino,C,Cecília
1047,Nome Feminino,C,Carolina
1048,Nome Feminino,D,Diana
1049,Nome Feminino,D,Débora
1050,Nome Feminino,D,Daniela
1051,Nome Feminino,D,Denise
1052,Nome Feminino,D,Dandara
1053,Nome Feminino,E,Elisa
1054,Nome Feminino,E,Eliane
1055,Nome Feminino,E,Elena
1056,Nome Feminino,E,Emília
1057,Nome Feminino,E,Esther
1058,Nome Feminino,F,Fernanda
1059,Nome Feminino,F,Flávia
1060,Nome Feminino,F,Fabiana
1061,Nome Feminino,F,Fabíola
1062,Nome Feminino,F,Franciele
1063,Nome Feminino,G,Giovana
1064,Nome Feminino,G,Gisele
1065,Nome Feminino,G,Gabriela
1066,Nome Feminino,G,Geovana
1067,Nome Feminino,G,Graziela
1068,Nome Feminino,H,Helena
1069,Nome Feminino,H,Heloísa
1070,Nome Feminino,H,Hortência
1071,Nome Feminino,I,Isabela
1072,Nome Feminino,I,Ingrid
1073,Nome Feminino,I,Isadora
1074,Nome Feminino,I,Ivana
1075,Nome Feminino,I,Íris
1076,Nome Feminino,J,Juliana
1077,Nome Feminino,J,Julia
1078,Nome Feminino,J,Jéssica
1079,Nome Feminino,J,Joana
1080,Nome Feminino,J,Jaqueline
1081,Nome Feminino,K,Kelly
1082,Nome Feminino,K,Karina
1083,Nome Feminino,K,Karen
1084,Nome Feminino,L,Larissa
1085,Nome Feminino,L,Laura
1086,Nome Feminino,L,Luana
1087,Nome Feminino,L,Letícia
1088,Nome Feminino,L,Lorena
1089,Nome Feminino,M,Maria
1090,Nome Feminino,M,Marina
1091,Nome Feminino,M,Mariana
1092,Nome Feminino,M,Manuela
1093,Nome Feminino,M,Melissa
1094,Nome Feminino,N,Natália
1095,Nome Feminino,N,Núbia
1096,Nome Feminino,N,Nicole
1097,Nome Feminino,N,Nathalia
1098,Nome Feminino,N,Naiara
1099,Nome Feminino,O,Olívia
1100,Nome Feminino,O,Olga
1101,Nome Feminino,P,Patrícia
1102,Nome Feminino,P,Priscila
1103,Nome Feminino,P,Paula
1104,Nome Feminino,P,Pietra
1105,Nome Feminino,R,Renata
1106,Nome Feminino,R,Rita
1107,Nome Feminino,R,Raquel
1108,Nome Feminino,R,Rebeca
1109,Nome Feminino,R,Roberta
1110,Nome Feminino,S,Sofia
1111,Nome Feminino,S,Simone
1112,Nome Feminino,S,Sabrina
1113,Nome Feminino,S,Samanta
1114,Nome Feminino,S,Sandra
1115,Nome Feminino,T,Tatiane
1116,Nome Feminino,T,Talita
1117,Nome Feminino,T,Tainá
1118,Nome Feminino,V,Vanessa
1119,Nome Feminino,V,Valentina
1120,Nome Feminino,V,Vitória
1121,Nome Feminino,V,Viviane
1122,Nome Feminino,X,Xênia
1123,Nome Feminino,Y,Yasmin
1124,Nome Feminino,Y,Yara
1125,Nome Feminino,Z,Zilda
1126,Nome Feminino,Z,Zoraide
1127,País,A,Argentina
1128,País,A,Alemanha
1129,País,A,Austrália
1130,País,A,Angola
1131,País,A,Áustria
1132,País,B,Brasil
1133,País,B,Bélgica
1134,País,B,Bolívia
1135,País,B,Bulgária
1136,País,C,Canadá
1137,País,C,Chile
1138,País,C,China
1139,País,C,Colômbia
1140,País,C,Cuba
1141,País,D,Dinamarca
1142,País,E,Egito
1143,País,E,Espanha
1144,País,E,Equador
1145,País,E,Estônia
1146,País,F,França
1147,País,F,Finlândia
1148,País,G,Grécia
1149,País,G,Guatemala
1150,País,H,Holanda
1151,País,H,Honduras
1152,País,H,Hungria
1153,País,I,Itália
1154,País,I,Índia
1155,País,I,Irã
1156,País,I,Irlanda
1157,País,I,Israel
1158,País,J,Japão
1159,País,J,Jamaica
1160,País,K,Kuwait
1161,País,L,Líbano
1162,País,M,México
1163,País,M,Marrocos
1164,País,M,Moçambique
1165,País,N,Noruega
1166,País,N,Nicarágua
1167,País,O,Omã
1168,País,P,Portugal
1169,País,P,Paraguai
1170,País,P,Peru
1171,País,P,Panamá
1172,País,P,Polônia
1173,País,Q,Quênia
1174,País,R,Rússia
1175,País,R,Romênia
1176,País,S,Suíça
1177,País,S,Suécia
1178,País,S,Senegal
1179,País,T,Turquia
1180,País,T,Tailândia
1181,País,T,Tunísia
1182,País,U,Uruguai
1183,País,U,Ucrânia
1184,País,V,Venezuela
1185,País,V,Vietnã
1186,País,Z,Zâmbia
1187,País,Z,Zimbábue
1188,Animal,A,Águia
1189,Animal,A,Abelha
1190,Animal,A,Aranha
1191,Animal,A,Ariranha
1192,Animal,A,Anta
1193,Animal,B,Baleia
1194,Animal,B,Boi
1195,Animal,B,Borboleta
1196,Animal,B,Búfalo
1197,Animal,B,Beija-flor
1198,Animal,C,Cachorro
1199,Animal,C,Cavalo
1200,Animal,C,Coelho
1201,Animal,C,Cobra
1202,Animal,C,Coruja
1203,Animal,D,Dromedário
1204,Animal,D,Delfim
1205,Animal,E,Elefante
1206,Animal,E,Esquilo
1207,Animal,E,Escorpião
1208,Animal,F,Foca
1209,Animal,F,Flamingo
1210,Animal,F,Formiga
1211,Animal,G,Gato
1212,Animal,G,Girafa
1213,Animal,G,Golfinho
1214,Animal,G,Gorila
1215,Animal,G,Galinha
1216,Animal,H,Hipopótamo
1217,Animal,H,Hiena
1218,Animal,I,Iguana
1219,Animal,I,Irara
1220,Animal,J,Jacaré
1221,Animal,J,Javali
1222,Animal,J,Jaguatirica
1223,Animal,K,Koala
1224,Animal,L,Leão
1225,Animal,L,Lobo
1226,Animal,L,Lagarto
1227,Animal,L,Lebre
1228,Animal,L,Leopardo
1229,Animal,M,Macaco
1230,Animal,M,Morcego
1231,Animal,M,Marimbondo
1232,Animal,M,Mula
1233,Animal,N,Nutria
1234,Animal,O,Onça
1235,Animal,O,Ovelha
1236,Animal,O,Ornitorrinco
1237,Animal,P,Pato
1238,Animal,P,Pinguim
1239,Animal,P,Porco
1240,Animal,P,Papagaio
1241,Animal,P,Peixe
1242,Animal,R,Rato
1243,Animal,R,Raposa
1244,Animal,R,Rinoceronte
1245,Animal,S,Sapo
1246,Animal,S,Serpente
1247,Animal,S,Suricato
1248,Animal,T,Tartaruga
1249,Animal,T,Tigre
1250,Animal,T,Tubarão
1251,Animal,T,Tatu
1252,Animal,U,Urso
1253,Animal,U,Urubu
1254,Animal,V,Vaca
1255,Animal,V,Veado
1256,Animal,V,Víbora
1257,Animal,Z,Zebra
1258,Banda/Cantor,A,Anitta
1259,Banda/Cantor,A,Alceu Valença
1260,Banda/Cantor,A,Aerosmith
1261,Banda/Cantor,A,AC/DC
1262,Banda/Cantor,A,Ariana Grande
1263,Banda/Cantor,A,Adele
1264,Banda/Cantor,A,Alcione
1265,Banda/Cantor,A,Arctic Monkeys
1266,Banda/Cantor,B,Beyoncé
1267,Banda/Cantor,B,Black Sabbath
1268,Banda/Cantor,B,Bruno Mars
1269,Banda/Cantor,B,Backstreet Boys
1270,Banda/Cantor,B,Billie Eilish
1271,Banda/Cantor,B,Bon Jovi
1272,Banda/Cantor,B,Baiana System
1273,Banda/Cantor,C,Coldplay
1274,Banda/Cantor,C,Chico Buarque
1275,Banda/Cantor,C,Caetano Veloso
1276,Banda/Cantor,C,Charlie Brown Jr.
1277,Banda/Cantor,C,Cazuza
1278,Banda/Cantor,C,Cássia Eller
1279,Banda/Cantor,D,Djavan
1280,Banda/Cantor,D,Daft Punk
1281,Banda/Cantor,D,Dua Lipa
1282,Banda/Cantor,E,Elis Regina
1283,Banda/Cantor,E,Eminem
1284,Banda/Cantor,E,Ed Sheeran
1285,Banda/Cantor,F,Fresno
1286,Banda/Cantor,F,Foo Fighters
1287,Banda/Cantor,G,Gilberto Gil
1288,Banda/Cantor,G,Green Day
1289,Banda/Cantor,H,Harmonia do Samba
1290,Banda/Cantor,I,Ivete Sangalo
1291,Banda/Cantor,I,Iron Maiden
1292,Banda/Cantor,J,Jorge Ben Jor
1293,Banda/Cantor,J,Justin Bieber
1294,Banda/Cantor,K,Kiss
1295,Banda/Cantor,L,Legião Urbana
1296,Banda/Cantor,L,Ludmilla
1297,Banda/Cantor,M,Madonna
1298,Banda/Cantor,M,Maroon 5
1299,Banda/Cantor,M,Metallica
1300,Banda/Cantor,M,Michael Jackson
1301,Banda/Cantor,M,Marisa Monte
1302,Banda/Cantor,M,Milton Nascimento
1303,Banda/Cantor,N,Nirvana
1304,Banda/Cantor,N,Ney Matogrosso
1305,Banda/Cantor,O,Oasis
1306,Banda/Cantor,O,Os Paralamas do Sucesso
1307,Banda/Cantor,P,Pitty
1308,Banda/Cantor,P,Pink Floyd
1309,Banda/Cantor,P,Post Malone
1310,Banda/Cantor,Q,Queen
1311,Banda/Cantor,R,Rihanna
1312,Banda/Cantor,R,Roberto Carlos
1313,Banda/Cantor,R,Radiohead
1314,Banda/Cantor,R,Racionais MC's
1315,Banda/Cantor,R,RBD
1316,Banda/Cantor,S,Skank
1317,Banda/Cantor,S,Sepultura
1318,Banda/Cantor,S,Shakira
1319,Banda/Cantor,S,System of a Down
1320,Banda/Cantor,T,Titãs
1321,Banda/Cantor,T,Taylor Swift
1322,Banda/Cantor,T,The Weeknd
1323,Banda/Cantor,T,Tim Maia
1324,Banda/Cantor,U,U2
1325,Banda/Cantor,V,Vanessa da Mata
1326,Banda/Cantor,W,Whitney Houston
1327,Banda/Cantor,X,Xutos & Pontapés
1328,Banda/Cantor,Z,ZZ Top
1329,Banda/Cantor,Z,Zeca Pagodinho
1330,Palavra em Inglês,A,Apple
1331,Palavra em Inglês,A,Airport
1332,Palavra em Inglês,A,Answer
1333,Palavra em Inglês,A,Animal
1334,Palavra em Inglês,A,Autumn
1335,Palavra em Inglês,A,Adventure
1336,Palavra em Inglês,A,Amazing
1337,Palavra em Inglês,A,Angry
1338,Palavra em Inglês,A,Artist
1339,Palavra em Inglês,A,Ability
1340,Palavra em Inglês,B,Book
1341,Palavra em Inglês,B,Baby
1342,Palavra em Inglês,B,Business
1343,Palavra em Inglês,B,Beautiful
1344,Palavra em Inglês,B,Bridge
1345,Palavra em Inglês,B,Brave
1346,Palavra em Inglês,B,Bright
1347,Palavra em Inglês,B,Butterfly
1348,Palavra em Inglês,B,Breakfast
1349,Palavra em Inglês,B,Balance
1350,Palavra em Inglês,C,Coffee
1351,Palavra em Inglês,C,Computer
1352,Palavra em Inglês,C,Cat
1353,Palavra em Inglês,C,Camera
1354,Palavra em Inglês,C,Candle
1355,Palavra em Inglês,C,Cloud
1356,Palavra em Inglês,C,Courage
1357,Palavra em Inglês,C,Curious
1358,Palavra em Inglês,C,Crystal
1359,Palavra em Inglês,C,Challenge
1360,Palavra em Inglês,D,Dog
1361,Palavra em Inglês,D,Door
1362,Palavra em Inglês,D,Dance
1363,Palavra em Inglês,E,Egg
1364,Palavra em Inglês,E,Eye
1365,Palavra em Inglês,E,Everyday
1366,Palavra em Inglês,F,Friend
1367,Palavra em Inglês,F,Family
1368,Palavra em Inglês,F,Fire
1369,Palavra em Inglês,G,Good
1370,Palavra em Inglês,G,Game
1371,Palavra em Inglês,G,Girl
1372,Palavra em Inglês,H,House
1373,Palavra em Inglês,H,Happy
1374,Palavra em Inglês,H,Hello
1375,Palavra em Inglês,I,Ice
1376,Palavra em Inglês,I,Island
1377,Palavra em Inglês,I,Idea
1378,Palavra em Inglês,J,Job
1379,Palavra em Inglês,J,Juice
1380,Palavra em Inglês,J,Joke
1381,Palavra em Inglês,K,Key
1382,Palavra em Inglês,K,Kitchen
1383,Palavra em Inglês,K,King
1384,Palavra em Inglês,L,Love
1385,Palavra em Inglês,L,Light
1386,Palavra em Inglês,L,Live
1387,Palavra em Inglês,M,Music
1388,Palavra em Inglês,M,Mouse
1389,Palavra em Inglês,M,Money
1390,Palavra em Inglês,M,Moon
1391,Palavra em Inglês,M,Mirror
1392,Palavra em Inglês,M,Magic
1393,Palavra em Inglês,M,Mountain
1394,Palavra em Inglês,M,Memory
1395,Palavra em Inglês,M,Mystery
1396,Palavra em Inglês,M,Motion
1397,Palavra em Inglês,N,Night
1398,Palavra em Inglês,N,Name
1399,Palavra em Inglês,N,Nice
1400,Palavra em Inglês,O,Open
1401,Palavra em Inglês,O,Ocean
1402,Palavra em Inglês,O,Orange
1403,Palavra em Inglês,P,People
1404,Palavra em Inglês,P,Party
1405,Palavra em Inglês,P,Phone
1406,Palavra em Inglês,P,Peace
1407,Palavra em Inglês,P,Paper
1408,Palavra em Inglês,P,Purple
1409,Palavra em Inglês,P,Picture
1410,Palavra em Inglês,P,Puzzle
1411,Palavra em Inglês,P,Passion
1412,Palavra em Inglês,P,Planet
1413,Palavra em Inglês,Q,Queen
1414,Palavra em Inglês,Q,Question
1415,Palavra em Inglês,Q,Quiet
1416,Palavra em Inglês,R,River
1417,Palavra em Inglês,R,Rain
1418,Palavra em Inglês,R,Red
1419,Palavra em Inglês,R,Rainbow
1420,Palavra em Inglês,R,Robot
1421,Palavra em Inglês,R,Rhythm
1422,Palavra em Inglês,R,Rocket
1423,Palavra em Inglês,R,Random
1424,Palavra em Inglês,R,Reason
1425,Palavra em Inglês,R,Ribbon
1426,Palavra em Inglês,S,Sun
1427,Palavra em Inglês,S,School
1428,Palavra em Inglês,S,Sky
1429,Palavra em Inglês,S,Smile
1430,Palavra em Inglês,S,Silver
1431,Palavra em Inglês,S,Story
1432,Palavra em Inglês,S,Summer
1433,Palavra em Inglês,S,Silence
1434,Palavra em Inglês,S,Shadow
1435,Palavra em Inglês,S,Spirit
1436,Palavra em Inglês,T,Time
1437,Palavra em Inglês,T,Tree
1438,Palavra em Inglês,T,Table
1439,Palavra em Inglês,T,Travel
1440,Palavra em Inglês,T,Treasure
1441,Palavra em Inglês,T,Thunder
1442,Palavra em Inglês,T,Twilight
1443,Palavra em Inglês,T,Together
1444,Palavra em Inglês,T,Triangle
1445,Palavra em Inglês,T,Truth
1446,Palavra em Inglês,U,Umbrella
1447,Palavra em Inglês,U,Under
1448,Palavra em Inglês,V,Voice
1449,Palavra em Inglês,V,Van
1450,Palavra em Inglês,W,Water
1451,Palavra em Inglês,W,World
1452,Palavra em Inglês,W,Window
1453,Palavra em Inglês,X,X-ray
1454,Palavra em Inglês,Y,Yellow
1455,Palavra em Inglês,Y,Year
1456,Palavra em Inglês,Y,You
1457,Palavra em Inglês,Z,Zero
1458,Palavra em Inglês,Z,Zoo
1459,PCH,A,Antebraço
1460,PCH,A,Axila
1461,PCH,A,Abdômen
1462,PCH,A,Artéria
1463,PCH,A,Articulação
1464,PCH,B,Boca
1465,PCH,B,Braço
1466,PCH,B,Bochecha
1467,PCH,B,Barriga
1468,PCH,C,Costas
1469,PCH,C,Cabeça
1470,PCH,C,Coração
1471,PCH,C,Cotovelo
1472,PCH,C,Cintura
1473,PCH,C,Cérebro
1474,PCH,C,Clavícula
1475,PCH,D,Dedo
1476,PCH,D,Dente
1477,PCH,E,Estômago
1478,PCH,E,Espinha
1479,PCH,E,Escápula
1480,PCH,F,Fígado
1481,PCH,F,Face
1482,PCH,G,Garganta
1483,PCH,G,Glúteo
1484,PCH,I,Intestino
1485,PCH,J,Joelho
1486,PCH,L,Língua
1487,PCH,L,Lábio
1488,PCH,L,Laringe
1489,PCH,M,Mão
1490,PCH,M,Músculo
1491,PCH,M,Maxilar
1492,PCH,N,Nariz
1493,PCH,N,Nuca
1494,PCH,O,Ombro
1495,PCH,O,Olho
1496,PCH,O,Orelha
1497,PCH,P,Pé
1498,PCH,P,Pescoço
1499,PCH,P,Pulmão
1500,PCH,P,Pele
1501,PCH,P,Punho
1502,PCH,P,Pâncreas
1503,PCH,Q,Quadril
1504,PCH,R,Rim
1505,PCH,R,Retina
1506,PCH,S,Sobrancelha
1507,PCH,S,Seio
1508,PCH,T,Tórax
1509,PCH,T,Tornozelo
1510,PCH,U,Unha
1511,PCH,U,Umbigo
1512,PCH,U,Útero
1513,PCH,V,Veia
1514,Remédio,A,Aspirina
1515,Remédio,A,Amoxicilina
1516,Remédio,A,Atenolol
1517,Remédio,A,Anador
1518,Remédio,A,AAS
1519,Remédio,A,Advil
1520,Remédio,A,Allegra
1521,Remédio,B,Buscopan
1522,Remédio,B,Benegrip
1523,Remédio,B,Bromoprida
1524,Remédio,B,Betametasona
1525,Remédio,B,Benzetacil
1526,Remédio,C,Captopril
1527,Remédio,C,Cataflam
1528,Remédio,C,Ciprofloxacino
1529,Remédio,C,Coristina
1530,Remédio,C,Clonazepam
1531,Remédio,C,Cimegripe
1532,Remédio,D,Dipirona
1533,Remédio,D,Dorflex
1534,Remédio,D,Diclofenaco
1535,Remédio,D,Dramin
1536,Remédio,D,Doril
1537,Remédio,E,Enantyum
1538,Remédio,E,Espironolactona
1539,Remédio,E,Enalapril
1540,Remédio,E,Engov
1541,Remédio,F,Fluimucil
1542,Remédio,F,Fluconazol
1543,Remédio,F,Furosemida
1544,Remédio,F,Foraseq
1545,Remédio,G,Gelol
1546,Remédio,G,Gardenal
1547,Remédio,G,Glifage
1548,Remédio,H,Hidroxicloroquina
1549,Remédio,H,Hidrocortisona
1550,Remédio,I,Ibuprofeno
1551,Remédio,I,Ivermectina
1552,Remédio,I,Insulina
1553,Remédio,K,Ketoconazol
1554,Remédio,L,Losartana
1555,Remédio,L,Loratadina
1556,Remédio,L,Lisador
1557,Remédio,L,Levotiroxina
1558,Remédio,M,Melhoral
1559,Remédio,M,Mylanta
1560,Remédio,M,Metformina
1561,Remédio,M,Miosan
1562,Remédio,M,Maxsulid
1563,Remédio,N,Neosaldina
1564,Remédio,N,Novalgina
1565,Remédio,N,Nimesulida
1566,Remédio,N,Naldecon
1567,Remédio,O,Omeprazol
1568,Remédio,O,Oscilococcinum
1569,Remédio,P,Paracetamol
1570,Remédio,P,Predsim
1571,Remédio,P,Plasil
1572,Remédio,P,Pantoprazol
1573,Remédio,P,Puran
1574,Remédio,P,Profenid
1575,Remédio,R,Rivotril
1576,Remédio,R,Ranitidina
1577,Remédio,R,Rocefin
1578,Remédio,R,Rinosoro
1579,Remédio,S,Sonrisal
1580,Remédio,S,Sinutab
1581,Remédio,S,Sertralina
1582,Remédio,S,Simeticona
1583,Remédio,T,Torsilax
1584,Remédio,T,Tylenol
1585,Remédio,T,Tandrilax
1586,Remédio,T,Tamiflu
1587,Remédio,V,Vick
1588,Remédio,V,Voltaren
1589,Remédio,V,Valium
1590,Remédio,X,Xarelto
1591,Remédio,Z,Zolpidem
1592,Remédio,Z,Zovirax
1593,Remédio,Z,Zyrtec
1594,CEP,A,Amazonas
1595,CEP,A,Alagoas
1596,CEP,A,Aracaju
1597,CEP,A,Angola
1598,CEP,A,Áustria
1599,CEP,B,Bahia
1600,CEP,B,Belém
1601,CEP,B,Belo Horizonte
1602,CEP,B,Brasília
1603,CEP,B,Bulgária
1604,CEP,C,Ceará
1605,CEP,C,Curitiba
1606,CEP,C,Campinas
1607,CEP,C,Canadá
1608,CEP,C,China
1609,CEP,D,Diamantina
1610,CEP,E,Espírito Santo
1611,CEP,E,Espanha
1612,CEP,F,Fortaleza
1613,CEP,F,França
1614,CEP,G,Goiás
1615,CEP,G,Goiânia
1616,CEP,H,Holanda
1617,CEP,I,Itália
1618,CEP,I,Ilhéus
1619,CEP,J,Japão
1620,CEP,J,João Pessoa
1621,CEP,K,Kuwait
1622,CEP,L,Londrina
1623,CEP,L,Lisboa
1624,CEP,M,Maranhão
1625,CEP,M,Manaus
1626,CEP,M,México
1627,CEP,M,Minas Gerais
1628,CEP,N,Natal
1629,CEP,N,Nova York
1630,CEP,N,Noruega
1631,CEP,O,Osasco
1632,CEP,O,Ouro Preto
1633,CEP,P,Pará
1634,CEP,P,Paraná
1635,CEP,P,Portugal
1636,CEP,P,Paris
1637,CEP,Q,Quênia
1638,CEP,R,Rio de Janeiro
1639,CEP,R,Recife
1640,CEP,R,Rondônia
1641,CEP,S,São Paulo
1642,CEP,S,Salvador
1643,CEP,S,Sergipe
1644,CEP,S,Suíça
1645,CEP,T,Tocantins
1646,CEP,T,Teresina
1647,CEP,T,Turquia
1648,CEP,U,Uberlândia
1649,CEP,U,Uruguai
1650,CEP,V,Vitória
1651,CEP,V,Venezuela
1652,CEP,Z,Zâmbia
