Id,Categoria,Letra,Palavra
936,Animal,M,Morcego
937,Animal,M,Marimbondo
938,Animal,M,Mula
939,Animal,N,Nutria
940,Animal,O,Onça
941,Animal,O,Ovelha
942,Animal,O,Ornitorrinco
943,Animal,P,Pato
944,Animal,P,Pinguim
945,Animal,P,Porco
946,Animal,P,Papagaio
947,Animal,P,Peixe
948,Animal,R,Rato
949,Animal,R,Raposa
950,Animal,R,Rinoceronte
951,Animal,S,Sapo
952,Animal,S,Serpente
953,Animal,S,Suricato
954,Animal,T,Tartaruga
955,Animal,T,Tigre
956,Animal,T,Tubarão
957,Animal,T,Tatu
958,Animal,U,Urso
959,Animal,U,Urubu
960,Animal,V,Vaca
961,Animal,V,Veado
962,Animal,V,Víbora
963,Animal,Z,Zebra
964,Banda/Cantor,A,Anitta
965,Banda/Cantor,A,Alceu Valença
966,Banda/Cantor,A,Aerosmith
967,Banda/Cantor,B,Beyoncé
968,Banda/Cantor,B,Black Sabbath
969,Banda/Cantor,B,Bruno Mars
970,Banda/Cantor,B,Backstreet Boys
971,Banda/Cantor,C,Coldplay
972,Banda/Cantor,C,Chico Buarque
973,Banda/Cantor,C,Caetano Veloso
974,Banda/Cantor,D,Djavan
975,Banda/Cantor,D,Daft Punk
976,Banda/Cantor,D,Dua Lipa
977,Banda/Cantor,E,Elis Regina
978,Banda/Cantor,E,Eminem
979,Banda/Cantor,E,Ed Sheeran
980,Banda/Cantor,F,Fresno
981,Banda/Cantor,F,Foo Fighters
982,Banda/Cantor,G,Gilberto Gil
983,Banda/Cantor,G,Green Day
984,Banda/Cantor,H,Harmonia do Samba
985,Banda/Cantor,I,Ivete Sangalo
986,Banda/Cantor,I,Iron Maiden
987,Banda/Cantor,J,Jorge Ben Jor
988,Banda/Cantor,J,Justin Bieber
989,Banda/Cantor,K,Kiss
990,Banda/Cantor,L,Legião Urbana
991,Banda/Cantor,L,Ludmilla
992,Banda/Cantor,M,Madonna
993,Banda/Cantor,M,Maroon 5
994,Banda/Cantor,M,Metallica
995,Banda/Cantor,M,Michael Jackson
996,Banda/Cantor,N,Nirvana
997,Banda/Cantor,N,Ney Matogrosso
998,Banda/Cantor,O,Oasis
999,Banda/Cantor,O,Os Paralamas do Sucesso
1000,Banda/Cantor,P,Pitty
1001,Banda/Cantor,P,Pink Floyd
1002,Banda/Cantor,Q,Queen
1003,Banda/Cantor,R,Rihanna
1004,Banda/Cantor,R,Roberto Carlos
1005,Banda/Cantor,R,Radiohead
1006,Banda/Cantor,S,Skank
1007,Banda/Cantor,S,Sepultura
1008,Banda/Cantor,T,Titãs
1009,Banda/Cantor,T,Taylor Swift
1010,Banda/Cantor,U,U2
1011,Banda/Cantor,V,Vanessa da Mata
1012,Banda/Cantor,W,Whitney Houston
1013,Banda/Cantor,X,Xutos & Pontapés
1014,Banda/Cantor,Z,ZZ Top
1015,Banda/Cantor,Z,Zeca Pagodinho
1016,Palavra em Inglês,A,Apple
1017,Palavra em Inglês,A,Airport
1018,Palavra em Inglês,A,Answer
1019,Palavra em Inglês,B,Book
1020,Palavra em Inglês,B,Baby
1021,Palavra em Inglês,B,Business
1022,Palavra em Inglês,C,Coffee
1023,Palavra em Inglês,C,Computer
1024,Palavra em Inglês,C,Cat
1025,Palavra em Inglês,D,Dog
1026,Palavra em Inglês,D,Door
1027,Palavra em Inglês,D,Dance
1028,Palavra em Inglês,E,Egg
1029,Palavra em Inglês,E,Eye
1030,Palavra em Inglês,E,Everyday
1031,Palavra em Inglês,F,Friend
1032,Palavra em Inglês,F,Family
1033,Palavra em Inglês,F,Fire
1034,Palavra em Inglês,G,Good
1035,Palavra em Inglês,G,Game
1036,Palavra em Inglês,G,Girl
1037,Palavra em Inglês,H,House
1038,Palavra em Inglês,H,Happy
1039,Palavra em Inglês,H,Hello
1040,Palavra em Inglês,I,Ice
1041,Palavra em Inglês,I,Island
1042,Palavra em Inglês,I,Idea
1043,Palavra em Inglês,J,Job
1044,Palavra em Inglês,J,Juice
1045,Palavra em Inglês,J,Joke
1046,Palavra em Inglês,K,Key
1047,Palavra em Inglês,K,Kitchen
1048,Palavra em Inglês,K,King
1049,Palavra em Inglês,L,Love
1050,Palavra em Inglês,L,Light
1051,Palavra em Inglês,L,Live
1052,Palavra em Inglês,M,Music
1053,Palavra em Inglês,M,Mouse
1054,Palavra em Inglês,M,Money
1055,Palavra em Inglês,N,Night
1056,Palavra em Inglês,N,Name
1057,Palavra em Inglês,N,Nice
1058,Palavra em Inglês,O,Open
1059,Palavra em Inglês,O,Ocean
1060,Palavra em Inglês,O,Orange
1061,Palavra em Inglês,P,People
1062,Palavra em Inglês,P,Party
1063,Palavra em Inglês,P,Phone
1064,Palavra em Inglês,Q,Queen
1065,Palavra em Inglês,Q,Question
1066,Palavra em Inglês,Q,Quiet
1067,Palavra em Inglês,R,River
1068,Palavra em Inglês,R,Rain
1069,Palavra em Inglês,R,Red
1070,Palavra em Inglês,S,Sun
1071,Palavra em Inglês,S,School
1072,Palavra em Inglês,S,Sky
1073,Palavra em Inglês,T,Time
1074,Palavra em Inglês,T,Tree
1075,Palavra em Inglês,T,Table
1076,Palavra em Inglês,U,Umbrella
1077,Palavra em Inglês,U,Under
1078,Palavra em Inglês,V,Voice
1079,Palavra em Inglês,V,Van
1080,Palavra em Inglês,W,Water
1081,Palavra em Inglês,W,World
1082,Palavra em Inglês,W,Window
1083,Palavra em Inglês,X,X-ray
1084,Palavra em Inglês,Y,Yellow
1085,Palavra em Inglês,Y,Year
1086,Palavra em Inglês,Y,You
1087,Palavra em Inglês,Z,Zero
1088,Palavra em Inglês,Z,Zoo
1089,PCH,A,Antebraço
1090,PCH,A,Axila
1091,PCH,A,Abdômen
1092,PCH,B,Boca
1093,PCH,B,Braço
1094,PCH,B,Bochecha
1095,PCH,B,Barriga
1096,PCH,C,Costas
1097,PCH,C,Cabeça
1098,PCH,C,Coração
1099,PCH,C,Cotovelo
1100,PCH,C,Cintura
1101,PCH,D,Dedo
1102,PCH,D,Dente
1103,PCH,E,Estômago
1104,PCH,E,Espinha
1105,PCH,E,Escápula
1106,PCH,F,Fígado
1107,PCH,F,Face
1108,PCH,G,Garganta
1109,PCH,G,Glúteo
1110,PCH,I,Intestino
1111,PCH,J,Joelho
1112,PCH,L,Língua
1113,PCH,L,Lábio
1114,PCH,L,Laringe
1115,PCH,M,Mão
1116,PCH,M,Músculo
1117,PCH,M,Maxilar
1118,PCH,N,Nariz
1119,PCH,N,Nuca
1120,PCH,O,Ombro
1121,PCH,O,Olho
1122,PCH,O,Orelha
1123,PCH,P,Pé
1124,PCH,P,Pescoço
1125,PCH,P,Pulmão
1126,PCH,P,Pele
1127,PCH,P,Punho
1128,PCH,Q,Quadril
1129,PCH,R,Rim
1130,PCH,S,Sobrancelha
1131,PCH,T,Tórax
1132,PCH,T,Tornozelo
1133,PCH,U,Unha
1134,PCH,U,Umbigo
1135,PCH,U,Útero
1136,PCH,V,Veia
1137,Remédio,A,Aspirina
1138,Remédio,A,Amoxicilina
1139,Remédio,A,Atenolol
1140,Remédio,A,Anador
1141,Remédio,A,AAS
1142,Remédio,B,Buscopan
1143,Remédio,B,Benegrip
1144,Remédio,B,Bromoprida
1145,Remédio,B,Betametasona
1146,Remédio,C,Captopril
1147,Remédio,C,Cataflam
1148,Remédio,C,Ciprofloxacino
1149,Remédio,C,Coristina
1150,Remédio,C,Clonazepam
1151,Remédio,D,Dipirona
1152,Remédio,D,Dorflex
1153,Remédio,D,Diclofenaco
1154,Remédio,D,Dramin
1155,Remédio,D,Doril
1156,Remédio,E,Enantyum
1157,Remédio,E,Espironolactona
1158,Remédio,E,Enalapril
1159,Remédio,E,Engov
1160,Remédio,F,Fluimucil
1161,Remédio,F,Fluconazol
1162,Remédio,F,Furosemida
1163,Remédio,F,Foraseq
1164,Remédio,G,Gelol
1165,Remédio,G,Gardenal
1166,Remédio,G,Glifage
1167,Remédio,H,Hidroxicloroquina
1168,Remédio,H,Hidrocortisona
1169,Remédio,I,Ibuprofeno
1170,Remédio,I,Ivermectina
1171,Remédio,I,Insulina
1172,Remédio,K,Ketoconazol
1173,Remédio,L,Losartana
1174,Remédio,L,Loratadina
1175,Remédio,L,Lisador
1176,Remédio,L,Levotiroxina
1177,Remédio,M,Melhoral
1178,Remédio,M,Mylanta
1179,Remédio,M,Metformina
1180,Remédio,M,Miosan
1181,Remédio,M,Maxsulid
1182,Remédio,N,Neosaldina
1183,Remédio,N,Novalgina
1184,Remédio,N,Nimesulida
1185,Remédio,N,Naldecon
1186,Remédio,O,Omeprazol
1187,Remédio,O,Oscilococcinum
1188,Remédio,P,Paracetamol
1189,Remédio,P,Predsim
1190,Remédio,P,Plasil
1191,Remédio,P,Pantoprazol
1192,Remédio,P,Puran
1193,Remédio,R,Rivotril
1194,Remédio,R,Ranitidina
1195,Remédio,R,Rocefin
1196,Remédio,R,Rinosoro
1197,Remédio,S,Sonrisal
1198,Remédio,S,Sinutab
1199,Remédio,S,Sertralina
1200,Remédio,T,Torsilax
1201,Remédio,T,Tylenol
1202,Remédio,T,Tandrilax
1203,Remédio,T,Tamiflu
1204,Remédio,V,Vick
1205,Remédio,V,Voltaren
1206,Remédio,V,Valium
1207,Remédio,X,Xarelto
1208,Remédio,Z,Zolpidem
1209,Remédio,Z,Zovirax
1210,Remédio,Z,Zyrtec
1211,CEP,A,Amazonas
1212,CEP,A,Alagoas
1213,CEP,A,Aracaju
1214,CEP,A,Angola
1215,CEP,A,Áustria
1216,CEP,B,Bahia
1217,CEP,B,Belém
1218,CEP,B,Belo Horizonte
1219,CEP,B,Brasília
1220,CEP,B,Bulgária
1221,CEP,C,Ceará
1222,CEP,C,Curitiba
1223,CEP,C,Campinas
1224,CEP,C,Canadá
1225,CEP,C,China
1226,CEP,D,Diamantina
1227,CEP,E,Espírito Santo
1228,CEP,E,Espanha
1229,CEP,F,Fortaleza
1230,CEP,F,França
1231,CEP,G,Goiás
1232,CEP,G,Goiânia
1233,CEP,H,Holanda
1234,CEP,I,Itália
1235,CEP,I,Ilhéus
1236,CEP,J,Japão
1237,CEP,J,João Pessoa
1238,CEP,K,Kuwait
1239,CEP,L,Londrina
1240,CEP,L,Lisboa
1241,CEP,M,Maranhão
1242,CEP,M,Manaus
1243,CEP,M,México
1244,CEP,M,Minas Gerais
1245,CEP,N,Natal
1246,CEP,N,Nova York
1247,CEP,N,Noruega
1248,CEP,O,Osasco
1249,CEP,O,Ouro Preto
1250,CEP,P,Pará
1251,CEP,P,Paraná
1252,CEP,P,Portugal
1253,CEP,P,Paris
1254,CEP,Q,Quênia
1255,CEP,R,Rio de Janeiro
1256,CEP,R,Recife
1257,CEP,R,Rondônia
1258,CEP,S,São Paulo
1259,CEP,S,Salvador
1260,CEP,S,Sergipe
1261,CEP,S,Suíça
1262,CEP,T,Tocantins
1263,CEP,T,Teresina
1264,CEP,T,Turquia
1265,CEP,U,Uberlândia
1266,CEP,U,Uruguai
1267,CEP,V,Vitória
1268,CEP,V,Venezuela
1269,CEP,Z,Zâmbia
